INDEX HOPPING_ID_2 HOPPING_ID_1 K_2 K_1 MEAN_R MEAN_I STD
477 2 2 13 12 -3.98416502 -2.05526540 2.95194616
478 2 2 13 13 3.86006473 3.86709049 6.34832706
479 2 2 13 14 -2.27796595 0.54990298 3.97201565
480 2 2 13 15 -7.38263499 -0.16404000 7.19386607
481 2 2 14 0 5.88147408 -4.87894287 10.33281411
482 2 2 14 1 2.05917680 -4.90016376 4.02121195
483 2 2 14 2 41.51494325 0.00000000 11.20895065
484 2 2 14 3 4.34584047 2.36417551 3.30548772
485 2 2 14 4 -0.73468564 4.47131752 8.46933168
486 2 2 14 5 -5.99983658 -4.12364058 4.03378693
487 2 2 14 6 -8.61635134 -3.08903979 9.96390691
488 2 2 14 7 -2.71242241 0.33163468 2.30169326
489 2 2 14 8 0.41165268 -6.12742984 9.02053365
490 2 2 14 9 -3.92367458 2.96850449 3.38759877
491 2 2 14 10 11.74338668 2.81656741 4.55579215
492 2 2 14 11 -4.96968246 -2.95033218 3.17031034
493 2 2 14 12 1.23215555 3.48270210 6.91217978
494 2 2 14 13 -2.26314937 1.91071624 3.65370581
495 2 2 14 14 -3.69336726 -0.84244262 4.97727071
496 2 2 14 15 -4.19156226 6.95003168 3.13921266
497 2 2 15 0 3.81420142 0.67138542 4.47085690
498 2 2 15 1 36.23309374 -0.65539122 8.72708222
499 2 2 15 2 0.30125583 5.10874319 4.16698814
500 2 2 15 3 1.97543404 4.02378923 7.51964524
501 2 2 15 4 -6.14873877 -4.20363160 3.24076136
502 2 2 15 5 -8.11562718 0.99618323 7.79476005
503 2 2 15 6 -0.91822994 -0.64134255 4.95519844
504 2 2 15 7 3.81824330 -4.55510429 7.50537751
505 2 2 15 8 -4.01784315 1.21431803 3.18964643
506 2 2 15 9 13.84160141 -0.28002487 6.68247342
507 2 2 15 10 -7.40948857 -3.00970046 3.88341341
508 2 2 15 11 1.97004789 3.94587212 6.71888761
509 2 2 15 12 -4.50974000 -1.51694221 2.34308995
510 2 2 15 13 -7.15501711 0.40977417 7.20200993
511 2 2 15 14 -4.00512788 8.22657363 3.40634114
512 2 2 15 15 0.97477278 -4.71445764 9.04661948
