INDEX PHOTON_ID_2 PHOTON_ID_1 TAU K_2 K_1 MEAN_R MEAN_I STD
123 1 1 7 2 2 -376445115292703610698130695865805142083515252339867835121232380903779679351310912206401171721653712276768281333785192010641392112679907325751514168151205513675886037254508848664162460458100261302359824114295466656436778574535333523750912.00000000 5192650084460654704464175890885644882633080708075435679728450688343602854104335547942489356163800527254320535147146335874281614661069173705143643097723931574946497651380977004815106731722270443422063726555324024929705263104.00000000 Inf
124 1 1 7 2 3 -765039000744789648203075632703556944108645355253490684840572323530667386214132220046835878375225981207635406371411716879768885985856896138381730976860691746150178726138144674660387124484491233536268749805629931400265516521718759670415360.00000000 13207446438624325810138738166546903961406829793939914928355391142008988531395138486983373868843199579395722405121432155231782171236385445363229065974993804296790906523360852878204262701975155790650265854235173678858677256192.00000000 Inf
125 1 1 7 3 0 -1146491496869661958095557754326777327921590344131420495693118334583603802933652258010289796670110855814203955184266278308645568600244479271579781773929371594994466189651108796495910871222119559383346603575300454893000001780154856099545088.00000000 19152870051393623801823516289960109743647364429089759336049158388286384297884969583308539032098827148390810765998716818318976405292753624430459162965406653432467013683861870916503231400916563705907043939502581739378410782720.00000000 Inf
126 1 1 7 3 1 -1144205061783274498718688408855086264102736151589174197521704020654964345741692515637280996363261081026389484809277687908486253085070421719241246396181239177464463997652637652108352095599294182685599498846973782826629296430396486782550016.00000000 19928861216630288234597866274387263675504939308056713942027233732989855957688095851170330889231628647039212353381359548625435737246350779480214354940658528094438759695823940746335242288667190911836195405890600153878594846720.00000000 Inf
127 1 1 7 3 2 -1146491496820030161284489198141036471541422123440272425611471102526115186138110329858748804819733113369617835567742481761525391209375661204012093250323238315600979898681844921098158185882074161100909718433465858990807119046415737205817344.00000000 16941567722362845172129249997336618141330246289252258585552952635765588501648032452225029909263095903193100723566774861000769832395883766895913099546906257942888447769988889109009938510642207019584135584859269201057802092544.00000000 Inf
128 1 1 7 3 3 -1144205061783274498718688408855086264102736151589174197521704020654964345741692515637280996363261081026389484809277687908486253085070421719241246396181239177464463997652637652108352095599294182685599498846973782826629296430396486782550016.00000000 19928861216630288234597866274387263675504939308056713942027233732989855957688095851170330889231628647039212353381359548625435737246350779480214354940658528094438759695823940746335242288667190911836195405890600153878594846720.00000000 Inf
129 1 1 8 0 0 -128104477125850955524430850024384428645136500254004829687934646276845575879139602382275162399203140547181767548152847985411693583027236701972216141158042202201858940974862421507372974492114422589322091650718889971886446373798642845736763392.00000000 2003546151978193916924574819201419950223945711769376994616860307141466091645595578827566388659259137919211163860528800798981714881617601578968716222581045693770860362906991792567648921696840832830167279365225820798393016909824.00000000 Inf
130 1 1 8 0 1 1491184278618353290500349673474387122130040792670114533094403612494198865817830594390587632394828020671993158631119381501293308479217468120195611464836846046970519520655697472691321772010803919921341025848955466824015932122758898138480640.00000000 -24470671672030837883896064851162310635382723468674621706095394782006758058154952946575928229257795768120526405573671530051367566053002641613292298133299207319306580925007406915487344686994197366486175917353267603214767751168.00000000 Inf
131 1 1 8 0 2 155673741750312253790344108174232511478542541983518301739921756413164975417320803108835149308054210911742361563791436404195229272744544048993180054208753585184569955437911368270699130580656056395306256937149081295560654756452077911670784.00000000 -269549276473188985324565052024377332974296646247541113782811352833133842786810509379084212993136540700886922143715355234662321242052084075824092981100745822117911939382246804249857104795950027812907933752309975992638636032.00000000 Inf
132 1 1 8 0 3 1491184278618353290500349673474387122130040792670114533094403612494198865817830594390587632394828020671993158631119381501293308479217468120195611464836846046970519520655697472691321772010803919921341025848955466824015932122758898138480640.00000000 -24470671672030837883896064851162310635382723468674621706095394782006758058154952946575928229257795768120526405573671530051367566053002641613292298133299207319306580925007406915487344686994197366486175917353267603214767751168.00000000 Inf
133 1 1 8 1 0 2634271008744567125475582341801457550162218009356044359060301082230688451369790604991866970065649572140628620842014773141465718205758580020251943705467240807055601069535019302091115902278838049514128287351632912196868882526762022209585152.00000000 -45405482055732348825124003998055439713004711906553046355658782712238342352114735214185704042158238745782206241290862513738779096146577846921438128731108589395597808827763454561661089924159711712336925916657867115721629106176.00000000 Inf
134 1 1 8 1 1 2619766232627437250099642501991934189107376995991025731437061257116802981855946641476961315586774244189369069587576609136045688518982062537328314646889848219182810446299246133246734790734475319223796957727210535637887787794900921039716352.00000000 -44831715700943597043358608693074684472412973822161655315161086509099747455006067805809706082059779825276354146522013910490489429840996308399874928262430160414847710289973359720395496409176214227321833108577279515025345609728.00000000 Inf
135 1 1 8 1 2 2631212832140745100004933650565412897193663272721607311793218997383581803387799256494560087928427895213200482121897729660721678223136565398165602906508048933806191798086430611445223918492561050940159211667408745951330388964608771209822208.00000000 -45082595769826134449842048455310768127370893667416890633923755865333353188362674912933660607696734889163297564822906743381625629812664881457460727339391563009635779108868469014722663786090530830543244116888151462869691531264.00000000 Inf
136 1 1 8 1 3 2619766232627437250099642501991934189107376995991025731437061257116802981855946641476961315586774244189369069587576609136045688518982062537328314646889848219182810446299246133246734790734475319223796957727210535637887787794900921039716352.00000000 -44831715700943597043358608693074684472412973822161655315161086509099747455006067805809706082059779825276354146522013910490489429840996308399874928262430160414847710289973359720395496409176214227321833108577279515025345609728.00000000 Inf
137 1 1 8 2 0 -3331057537070415061111313842119185213848945851463570088747582878393543708501146086103493901379140784114305714441231824489800064978305684330153517647991921882436488481456657740346981787436213300765371296969800548529347042279032984835194880.00000000 61618208692959202864019891897044392435284562840159443666594723313820521696428417842096326460618693951417648753433528317914087788369649989044155880188423890393286288027549483449861596836220984636648080701974148417654207021056.00000000 Inf
138 1 1 8 2 1 1032570219091362702773079735434283902126465653365148243585411575261577166217192407002635289205338006342412710025174798878876464340075405270486513766590969282687558901023096692388035694200549132015036388398156489989767804599624194427191296.00000000 -16049462169117848604011609532379637873857319181648858464979215585154084558280869221960879064377888762605220480912694434041459733474717620187761636158599897190774693657295749315542496399258420071235928355007384910856038907904.00000000 Inf
139 1 1 8 2 2 -518496415288024722246579285977851666329778971498203203009982876599647652647258867029911433224512151919190328958199749285618472132802248135916708110067440295993094605907928103423986540401431653846888254028062450807307847721325211840151552.00000000 11820767415211528960837779285056042222525910457875703749656072697695834485745025413855086611247899427229252566254510057134884069635128118984930752120507556463776049105200854369723233960450959070110512845934164216847326511104.00000000 Inf
140 1 1 8 2 3 1032570219091362702773079735434283902126465653365148243585411575261577166217192407002635289205338006342412710025174798878876464340075405270486513766590969282687558901023096692388035694200549132015036388398156489989767804599624194427191296.00000000 -16049462169117848604011609532379637873857319181648858464979215585154084558280869221960879064377888762605220480912694434041459733474717620187761636158599897190774693657295749315542496399258420071235928355007384910856038907904.00000000 Inf
141 1 1 8 3 0 2634271008744567125475582341801457550162218009356044359060301082230688451369790604991866970065649572140628620842014773141465718205758580020251943705467240807055601069535019302091115902278838049514128287351632912196868882526762022209585152.00000000 -45405482055732348825124003998055439713004711906553046355658782712238342352114735214185704042158238745782206241290862513738779096146577846921438128731108589395597808827763454561661089924159711712336925916657867115721629106176.00000000 Inf
142 1 1 8 3 1 2619766232627437250099642501991934189107376995991025731437061257116802981855946641476961315586774244189369069587576609136045688518982062537328314646889848219182810446299246133246734790734475319223796957727210535637887787794900921039716352.00000000 -44831715700943597043358608693074684472412973822161655315161086509099747455006067805809706082059779825276354146522013910490489429840996308399874928262430160414847710289973359720395496409176214227321833108577279515025345609728.00000000 Inf
143 1 1 8 3 2 2631212832140745100004933650565412897193663272721607311793218997383581803387799256494560087928427895213200482121897729660721678223136565398165602906508048933806191798086430611445223918492561050940159211667408745951330388964608771209822208.00000000 -45082595769826134449842048455310768127370893667416890633923755865333353188362674912933660607696734889163297564822906743381625629812664881457460727339391563009635779108868469014722663786090530830543244116888151462869691531264.00000000 Inf
144 1 1 8 3 3 2619766232627437250099642501991934189107376995991025731437061257116802981855946641476961315586774244189369069587576609136045688518982062537328314646889848219182810446299246133246734790734475319223796957727210535637887787794900921039716352.00000000 -44831715700943597043358608693074684472412973822161655315161086509099747455006067805809706082059779825276354146522013910490489429840996308399874928262430160414847710289973359720395496409176214227321833108577279515025345609728.00000000 Inf
145 1 1 9 0 0 -92864403394541831184370181582646209036699073874149473820953556781362442623692027157597246353760724983592404764478981415939071037904106852141736051546379010811915505005359860667385153677944755917594277973626382676997785746170028625909252096.00000000 1530369684567053807018136743152533838051552989575926992318942288800308370763645343408694457669672783668814125451664360255139728299497502742819028181661986703229034212456926377430787083770186155795012207224630012135981812023296.00000000 Inf
146 1 1 9 0 1 -306425000830456805423761463321441231160342401578965451697165437250678911283360265703790883961818330309331527741003355162316177176408593500554820680985225923614889866248525214730966399470533158744582745544643923870472606144781006460157952.00000000 2579326220891643187580857392823894672857487287952675299396692787220575414384607806505679770323153046417285635108539228581223618969271080311130746175481279676930605433713769401996903827982518037845891998006048363495559266304.00000000 Inf
147 1 1 9 0 2 297724982132979596602490790798527233014783899627444211969394988177554478273321179560351210602318154593368600496505507798402795547040306644878173750529031683940855353968467157217554665391988502091174123387670131192338652956063760681795584.00000000 -6533150078679421372110542825562265583704410506488635682809227141737827360903335307713840259506839159078016405200049531781515397375930919591593775829615337730585243286637935904554366500673940874248178177701790657155900112896.00000000 Inf
148 1 1 9 0 3 -306425000830456805423761463321441231160342401578965451697165437250678911283360265703790883961818330309331527741003355162316177176408593500554820680985225923614889866248525214730966399470533158744582745544643923870472606144781006460157952.00000000 2579326220891643187580857392823894672857487287952675299396692787220575414384607806505679770323153046417285635108539228581223618969271080311130746175481279676930605433713769401996903827982518037845891998006048363495559266304.00000000 Inf
149 1 1 9 1 0 -1146491496869680754732466916222437021190044058134478962304755618683608095656904080100424680807326229311022099435126116604838325178525703260243721060499518997331823158764393199874695780180618090822421115009980984221984692902788970431119360.00000000 17867051179784811560223369485741769976215823897164199201128536574362079859385430924065911773975375074124574679482857651999359376789226655080475387612558295057209567407644430268482329406283299023428905813415430125735508967424.00000000 Inf
150 1 1 9 1 1 -1144205061783270161033247833033010950271554525280776089842095416631886432036326710539557561562365225604046836136002340609364847720851677721857260406972743623078920081703418174405555578147332983122736150054355199135325136940557845013725184.00000000 17965110914990143007873829283493244137929054555611668414381265946992835974812720780732970368700558351528982006078523230815341464291152369029704758745451276215707359934461508351865915256427393771564983693963815222316109922304.00000000 Inf
151 1 1 9 1 2 -1146491496820005581066992601815943026498059574359349815427022346395340341807704100971649340947989932643009493085848847066504094145469445218836172644808430174082897708302934547448977920320960696911350741941960551406750215270663433849143296.00000000 20539044907903252990821552712014891758091039602108814138629616294438092119793250789810665872026253941392128301415047544896114573853247453077096341702842432285787594453921023206232996713272845603407625312835946661489980473344.00000000 Inf
152 1 1 9 1 3 -1144205061783270161033247833033010950271554525280776089842095416631886432036326710539557561562365225604046836136002340609364847720851677721857260406972743623078920081703418174405555578147332983122736150054355199135325136940557845013725184.00000000 17965110914990143007873829283493244137929054555611668414381265946992835974812720780732970368700558351528982006078523230815341464291152369029704758745451276215707359934461508351865915256427393771564983693963815222316109922304.00000000 Inf
153 1 1 9 2 0 665801905156965190481270852190816360782682930502862845931664384721003336148815705420758417067893354764981690328774951485494726742669547863270099102657847052039125523388581050809495195016779153400470338347495696475117110175095298700869632.00000000 -5247130445171087655789294296766586815344126179405551563703112919411426446433851884790065620890606652240599982678036041507800632473222335666022589663262572439485740542675755352679415570462693986468847129718896814112412532736.00000000 Inf
154 1 1 9 2 1 -765039000744799769469103642955066009714735816639752936092992399584515851526652431941523892910649643859768253275720860577718831835700632132277698285013848039716447863352990122633578998539067365849616563655073293346641888664675590464339968.00000000 11630101448290404454832143648275002312307492224180109161035192776230696676106847382809121561882839125883849125243297768217537920521526250272298280803022557754108383945694532138539186264668448824942190888778386216584157855744.00000000 Inf
155 1 1 9 2 2 -376445115292706502488424413080522017970969669878799906907638116919164955154888115604883461588917615891663380449302090210055662355492403324007504827623535883266248647887321833799360138759407727677602056642707855783972884901094428036300800.00000000 975897839321126132241056621834828449279734959021768397507037658254674295649747148334385232500710413582333840082941335253072267636156359945554719676777986691845261026750516282635187505002442672888358460408503320969501212672.00000000 Inf
156 1 1 9 2 3 -765039000744799769469103642955066009714735816639752936092992399584515851526652431941523892910649643859768253275720860577718831835700632132277698285013848039716447863352990122633578998539067365849616563655073293346641888664675590464339968.00000000 11630101448290404454832143648275002312307492224180109161035192776230696676106847382809121561882839125883849125243297768217537920521526250272298280803022557754108383945694532138539186264668448824942190888778386216584157855744.00000000 Inf
157 1 1 9 3 0 -1146491496869680754732466916222437021190044058134478962304755618683608095656904080100424680807326229311022099435126116604838325178525703260243721060499518997331823158764393199874695780180618090822421115009980984221984692902788970431119360.00000000 17867051179784811560223369485741769976215823897164199201128536574362079859385430924065911773975375074124574679482857651999359376789226655080475387612558295057209567407644430268482329406283299023428905813415430125735508967424.00000000 Inf
158 1 1 9 3 1 -1144205061783270161033247833033010950271554525280776089842095416631886432036326710539557561562365225604046836136002340609364847720851677721857260406972743623078920081703418174405555578147332983122736150054355199135325136940557845013725184.00000000 17965110914990143007873829283493244137929054555611668414381265946992835974812720780732970368700558351528982006078523230815341464291152369029704758745451276215707359934461508351865915256427393771564983693963815222316109922304.00000000 Inf
159 1 1 9 3 2 -1146491496820005581066992601815943026498059574359349815427022346395340341807704100971649340947989932643009493085848847066504094145469445218836172644808430174082897708302934547448977920320960696911350741941960551406750215270663433849143296.00000000 20539044907903252990821552712014891758091039602108814138629616294438092119793250789810665872026253941392128301415047544896114573853247453077096341702842432285787594453921023206232996713272845603407625312835946661489980473344.00000000 Inf
160 1 1 9 3 3 -1144205061783270161033247833033010950271554525280776089842095416631886432036326710539557561562365225604046836136002340609364847720851677721857260406972743623078920081703418174405555578147332983122736150054355199135325136940557845013725184.00000000 17965110914990143007873829283493244137929054555611668414381265946992835974812720780732970368700558351528982006078523230815341464291152369029704758745451276215707359934461508351865915256427393771564983693963815222316109922304.00000000 Inf
161 1 1 10 0 0 1111401811206738709863890059023900739565691152366704316059160031895437344564827725621790699642715635499404669521514055476924311093228882478265750157218592318043072640320974917759934370931104574140215494376351852429721878830817808775267745792.00000000 -16950947151495090810555618277085772278364552300021349560430032630345975954513243480418190456455798208342535909350965713335179334162958608847181670057527510721593481499498175947489701885361627418370365333656337942489205967945728.00000000 Inf
162 1 1 10 0 1 1010843146886327510448188374797836981859474907698181819368763218195278167878828384535988513881898644857779311788416561542612920647292523327983351857172809049846664163380980042381376494925054421280005124953761802154997838477316389196529664.00000000 -11030904133837479734994967012494096628004494032863082484288576216439340736598344594781703918506363076896787873818483450635841017090566716200948694679526537862582318886068059795925437815715831515530481685009658921658443890688.00000000 Inf
163 1 1 10 0 2 -3231507611750723431585003408380027683498589701528637260158979254525783694108798630067759367608733419514640071115520178297655677932350172450590115789542396786182002795193098164404921813092466612078232328559697064552698525780211618455486464.00000000 59738472713387511912646386119443620448894181071861499964975555800189947443118080119139853980522857282609152910131611047972896510608996629612764990125867795821627399204126261886802316501982456471567590682298674145219668082688.00000000 Inf
164 1 1 10 0 3 1010843146886327510448188374797836981859474907698181819368763218195278167878828384535988513881898644857779311788416561542612920647292523327983351857172809049846664163380980042381376494925054421280005124953761802154997838477316389196529664.00000000 -11030904133837479734994967012494096628004494032863082484288576216439340736598344594781703918506363076896787873818483450635841017090566716200948694679526537862582318886068059795925437815715831515530481685009658921658443890688.00000000 Inf
165 1 1 10 1 0 5108720728301462405940469944389602521471526200467623439788343216957024125397948721702491556631005846618186571065476721653252641362778623175738595347207252835378780232660924723545496071377172097534244353612856058407785331303680856924618752.00000000 -87981696134964860680596509317534961592411531584854683701564045742248941137579974019048402370608321780718585480527611187062321701843614157455100139802852586184149104009454263554027919395133435937877629577517554101627413069824.00000000 Inf
166 1 1 10 1 1 5080526026614679050330801666849471815646665487062691071696053648967170115353082494362765362644712262572194681195657598570895975860824095324048963317977590722479834234166149972281371609436975208914359624465937371697386739027179636657225728.00000000 -88382135230152093217788250856361043012547964037246746514067370758717830957851784794663726147238071228096897248154487143324030492451949553301408911392044979371194915954308798172897770265666123409292095601194415643423745769472.00000000 Inf
167 1 1 10 1 2 5108720728329200458437805467953876033934299233904056014992163076532589633310483719944615963426369320691977287103564250434932810420240238447201001005800157946136941422603078140361626337518389568857738766144492569734117215658515421303144448.00000000 -88095387976225262909006835162487863053572450872688867389434843985856794703697116559557354021247947110912906365099459141602022827179217157735368812616830212488052906161044231212749351034574756443570285816089646402781333946368.00000000 Inf
168 1 1 10 1 3 5080526026614679050330801666849471815646665487062691071696053648967170115353082494362765362644712262572194681195657598570895975860824095324048963317977590722479834234166149972281371609436975208914359624465937371697386739027179636657225728.00000000 -88382135230152093217788250856361043012547964037246746514067370758717830957851784794663726147238071228096897248154487143324030492451949553301408911392044979371194915954308798172897770265666123409292095601194415643423745769472.00000000 Inf
169 1 1 10 2 0 -12495279241580702525636535647949464512311667753350629014351493346032043907075996022458881752519061253053609066209687151478564112546824235350933184727699288170413538601612832917965184159188059783141249844729483918421202290246410967883710464.00000000 224799217212735403151624202945057624915897694018097911987052809564759022449279028611567252285453013914425084201646368421451335776259768658457874374734086726684539244739923443663812731104764463582164650819607530989606955646976.00000000 Inf
170 1 1 10 2 1 552228998139029311533679162286351910885021293506079994424283523571388078143361738607159332961150994941621190249899989220479770824741132339161236772093193394010178126233644502706181240099178141531737286027232184168483998314195197217472512.00000000 -11191146440232495801845898957218044819954671409013430672551597967048812187411720594406178171465757391849092480768705757892146128361636941575677931671749476469328419592398749195194356301426119741709304038212762717108788264960.00000000 Inf
171 1 1 10 2 2 -3905677858009322834585826745523542526536314415851680678681781919689469777877312955646097008696558923949414510890131819321337712477361042801863167286397167534063776982915969502734052937632246652049230157744195657690081079545489544716484608.00000000 63379584885482058842999761629803171476437340805869493160831940050018320137096468444929538063614318347588977176584462445661102277635863185033686304655314386694733309652031779110225398749292716548143457940213157044986419609600.00000000 Inf
172 1 1 10 2 3 552228998139029311533679162286351910885021293506079994424283523571388078143361738607159332961150994941621190249899989220479770824741132339161236772093193394010178126233644502706181240099178141531737286027232184168483998314195197217472512.00000000 -11191146440232495801845898957218044819954671409013430672551597967048812187411720594406178171465757391849092480768705757892146128361636941575677931671749476469328419592398749195194356301426119741709304038212762717108788264960.00000000 Inf
173 1 1 10 3 0 5108720728301462405940469944389602521471526200467623439788343216957024125397948721702491556631005846618186571065476721653252641362778623175738595347207252835378780232660924723545496071377172097534244353612856058407785331303680856924618752.00000000 -87981696134964860680596509317534961592411531584854683701564045742248941137579974019048402370608321780718585480527611187062321701843614157455100139802852586184149104009454263554027919395133435937877629577517554101627413069824.00000000 Inf
174 1 1 10 3 1 5080526026614679050330801666849471815646665487062691071696053648967170115353082494362765362644712262572194681195657598570895975860824095324048963317977590722479834234166149972281371609436975208914359624465937371697386739027179636657225728.00000000 -88382135230152093217788250856361043012547964037246746514067370758717830957851784794663726147238071228096897248154487143324030492451949553301408911392044979371194915954308798172897770265666123409292095601194415643423745769472.00000000 Inf
175 1 1 10 3 2 5108720728329200458437805467953876033934299233904056014992163076532589633310483719944615963426369320691977287103564250434932810420240238447201001005800157946136941422603078140361626337518389568857738766144492569734117215658515421303144448.00000000 -88095387976225262909006835162487863053572450872688867389434843985856794703697116559557354021247947110912906365099459141602022827179217157735368812616830212488052906161044231212749351034574756443570285816089646402781333946368.00000000 Inf
176 1 1 10 3 3 5080526026614679050330801666849471815646665487062691071696053648967170115353082494362765362644712262572194681195657598570895975860824095324048963317977590722479834234166149972281371609436975208914359624465937371697386739027179636657225728.00000000 -88382135230152093217788250856361043012547964037246746514067370758717830957851784794663726147238071228096897248154487143324030492451949553301408911392044979371194915954308798172897770265666123409292095601194415643423745769472.00000000 Inf
177 1 1 11 0 0 -92864403394542016258948979484388089093496156596641126415283523886347100275120968175100112905265614814945691107872062900701584333444106596030119453752608154465698712085859891716037805089228433765609780855444775581160096551069810674712444928.00000000 1976903057897276812349307329340417332347757478176798830567206815030928782367006127491013939019333727432739877866306381779558656409392880849531018346347038255046800874332378778095605257736553971918272277349389983677995915673600.00000000 Inf
178 1 1 11 0 1 -306425000830453190685894316803045136301024379655300361964158267231447316528888761455688021627738450790712653846607232413048339372892973502734832356644812961626936602957508983311969301593898825775529954884128437461052473236582138319470592.00000000 4287898540266788076282128033760376648910393823667274586329165860641857967711468349274152697403457449611469589138442263172052281745979744305316742085645030607446724427937491779102505841858297525965072596461186076151853875200.00000000 Inf
179 1 1 11 0 2 297724982132967667967529207287820119979034427279349415850471327114090215583565215541611764899854552181926316644998302725818930795438760652072212280205668909380609585108113593534864242399095203293299914207969026041252214359007495817527296.00000000 -3491748748990964958596240453526394455490809083417279873015898801929286373357231002171177251905915742921044269688045484977714196067503638014927034243774993819139249055209593362352158739841419667276917513700223500617328361472.00000000 Inf
180 1 1 11 0 3 -306425000830453190685894316803045136301024379655300361964158267231447316528888761455688021627738450790712653846607232413048339372892973502734832356644812961626936602957508983311969301593898825775529954884128437461052473236582138319470592.00000000 4287898540266788076282128033760376648910393823667274586329165860641857967711468349274152697403457449611469589138442263172052281745979744305316742085645030607446724427937491779102505841858297525965072596461186076151853875200.00000000 Inf
181 1 1 11 1 0 -1146491496869685092417907492044512335021225684442877069984364222706686009362269885198148115608222084733364748108401463903959730542744447257627707049708014551717367074713612677577492297632579290385284463802599567913288852392627612199944192.00000000 18015025846496484437629991452673862434096919847847487522424589800104315364772302118828712007007811142477655141976047618103280521225076530903641499372873669402124887851823807574716169291060167012832086505739239258714693173248.00000000 Inf
182 1 1 11 1 1 -1144205061783264377452660398603577198496645690202911946269283944601115880429172303742592981827837418374256637904968544210536307235226685725345279088028082883898194860437792204135160221544718050372251684997530420880252924287439655988625408.00000000 17722401825842749940862689070500278572268748494714771217852844581749636438738793379759290237373075937052784899990602340638400535958067732714985979957429460114083950697497874025096245213788574901436306633361490345904928980992.00000000 Inf
183 1 1 11 1 2 -1146491496819991122115524015742358647060787486664689456494993666318413962789818083979237891611670414568533997508264356069432742931406965227556219347446778326131084655138869621772989528814423365035139579299898605769069683637867961286393856.00000000 20657786416739408861815515568030361625624128901891041123178471340054995825203864360302458238732859041982740922024716373729239504682535010433335058402088218543975319074181162986791246334649860265748092769217638696775680262144.00000000 Inf
184 1 1 11 1 3 -1144205061783264377452660398603577198496645690202911946269283944601115880429172303742592981827837418374256637904968544210536307235226685725345279088028082883898194860437792204135160221544718050372251684997530420880252924287439655988625408.00000000 17722401825842749940862689070500278572268748494714771217852844581749636438738793379759290237373075937052784899990602340638400535958067732714985979957429460114083950697497874025096245213788574901436306633361490345904928980992.00000000 Inf
185 1 1 11 2 0 665801905157029532815306060218266849278543720744101443179192011063325722778408481036989366614515210196397645649025936422462239645247583824465891275917197775424693609968669970067643537220870280249610012104671354562795475941035151605104640.00000000 -10604511291010837254370128872346930189117091590883428660314273347503148459320023443222243595656124275375278373424992246696817522365840055512177768388947728418088430294784861809093137357314639225249465375081409676347069956096.00000000 Inf
186 1 1 11 2 1 -765039000744809890735131653206575075320826278026015187345412475638364316839172643836211907446073306511901100180030004275668777685544368126173665593167004333282717000567835570606770872593643498162964377504516655293018260807632421258264576.00000000 9235001682407722662533309997675624303975735542418664913171473013510066495159963177336057994721825217265176999856933882672766943601707098852226081575214362172816477456280881141706302348587072725175093606663398976997612847104.00000000 Inf
187 1 1 11 2 2 -376445115292708671331144700991559674886560483032998960747442418930703912007571018153745178989365543602834704785939763859616365037601775322699497822227783660459020605861931572650758397485388327459033731039017147629624964646013748920713216.00000000 2663034615836526610700697918013756924193002591655221314091281841773056923333428285463859858325597799736670397501322560709625725434273786889850978228417756256406845332091240299762441361713574467055322607943373943107609427968.00000000 Inf
188 1 1 11 2 3 -765039000744809890735131653206575075320826278026015187345412475638364316839172643836211907446073306511901100180030004275668777685544368126173665593167004333282717000567835570606770872593643498162964377504516655293018260807632421258264576.00000000 9235001682407722662533309997675624303975735542418664913171473013510066495159963177336057994721825217265176999856933882672766943601707098852226081575214362172816477456280881141706302348587072725175093606663398976997612847104.00000000 Inf
189 1 1 11 3 0 -1146491496869685092417907492044512335021225684442877069984364222706686009362269885198148115608222084733364748108401463903959730542744447257627707049708014551717367074713612677577492297632579290385284463802599567913288852392627612199944192.00000000 18015025846496484437629991452673862434096919847847487522424589800104315364772302118828712007007811142477655141976047618103280521225076530903641499372873669402124887851823807574716169291060167012832086505739239258714693173248.00000000 Inf
190 1 1 11 3 1 -1144205061783264377452660398603577198496645690202911946269283944601115880429172303742592981827837418374256637904968544210536307235226685725345279088028082883898194860437792204135160221544718050372251684997530420880252924287439655988625408.00000000 17722401825842749940862689070500278572268748494714771217852844581749636438738793379759290237373075937052784899990602340638400535958067732714985979957429460114083950697497874025096245213788574901436306633361490345904928980992.00000000 Inf
191 1 1 11 3 2 -1146491496819991122115524015742358647060787486664689456494993666318413962789818083979237891611670414568533997508264356069432742931406965227556219347446778326131084655138869621772989528814423365035139579299898605769069683637867961286393856.00000000 20657786416739408861815515568030361625624128901891041123178471340054995825203864360302458238732859041982740922024716373729239504682535010433335058402088218543975319074181162986791246334649860265748092769217638696775680262144.00000000 Inf
192 1 1 11 3 3 -1144205061783264377452660398603577198496645690202911946269283944601115880429172303742592981827837418374256637904968544210536307235226685725345279088028082883898194860437792204135160221544718050372251684997530420880252924287439655988625408.00000000 17722401825842749940862689070500278572268748494714771217852844581749636438738793379759290237373075937052784899990602340638400535958067732714985979957429460114083950697497874025096245213788574901436306633361490345904928980992.00000000 Inf
193 1 1 12 0 0 -128270778149831037778340310573690963428544473842397335034714586838819633249040932479901031980601855283268862178184397371620499334165026342896754002396609818392098659733048078702292063965117175290100470337493451528940738004626916907868487680.00000000 1959645842906335990160150215865654582559321161666061688836177468390203743781567337850838245757928833307611860620299254904370146148583414961974324417559020017999135195172044586996780416849782774790161383342811225353936225435648.00000000 Inf
194 1 1 12 0 1 1297455620752046231148764161884288796711905849049102483870657825947625361545034248601659400835194239056529198861661696118718111579391151568558196050869387568653971529438813859979006012082638534046767998236899777392294017503527271737065472.00000000 -20760464857190029994410552179177418635812865805862606525101439247306948700042580109820813091686591587667908916329950027671290226063400008946865422619904402724540914167188091893879620214634557789360403868131833512374103441408.00000000 Inf
195 1 1 12 0 2 -41094068644354018175019538876815022161595630913730890898685285321253195056455709821950509061510507563165926788918972198736195283080659718696497932920277760032496906086573733307707737167230572483891977210641187578695451087770712503484416.00000000 12121893450135148734119205150858478850813595588217255278021333650324391622836754335279623048103556195555386687142921777767671676346854528848373434099878676855975636535189527584867100211892200806544241554226987294901466562560.00000000 Inf
196 1 1 12 0 3 1297455620752046231148764161884288796711905849049102483870657825947625361545034248601659400835194239056529198861661696118718111579391151568558196050869387568653971529438813859979006012082638534046767998236899777392294017503527271737065472.00000000 -20760464857190029994410552179177418635812865805862606525101439247306948700042580109820813091686591587667908916329950027671290226063400008946865422619904402724540914167188091893879620214634557789360403868131833512374103441408.00000000 Inf
197 1 1 12 1 0 2429848245211232123593818493281865162984149239431225958384342803029691644231484069821068777097237816955693682031246836853791448213309912561122532945654531262051547761369053373990866372261743684026255194009729450939341620161257250603663360.00000000 -43657268961676630163494964188077098400183014286791251991045887805916228867337112989542323008092785420325868694741860877225848061824972689011195344110184643330885047208587772776227364772332189642884962339093405198449278713856.00000000 Inf
198 1 1 12 1 1 2424508441905555049911731938434934635197844860877783702404880791994712143503620179821232636159625971485215876056622283621302377006843152536740757602263529121403212517285958919044565227296062595310649117806992854361332806243231180410322944.00000000 -41461697564428682634136688723318087999880531417325183087922518610177597124629262299294319802111946199881700476191546148660543320769752566318187918976501290740918923230451172705110561026343518243652961265727425321665684307968.00000000 Inf
