INDEX ORBITAL_ID_2 ORBITAL_ID_1 R_2 R_1 MEAN_R MEAN_I STD
201 1 1 12 8 -0.00000002 0.00000001 0.00000002
202 1 1 12 9 -0.00905609 0.00000199 0.00010675
203 1 1 12 10 -0.00000003 0.00000001 0.00000003
204 1 1 12 11 -0.10732114 0.00000979 0.00095330
205 1 1 12 12 0.00000010 0.00000000 0.00000009
206 1 1 12 13 0.18959762 0.00002050 0.00140750
207 1 1 12 14 -0.00000000 -0.00000003 0.00000004
208 1 1 12 15 0.06052196 0.00002825 0.00068780
209 1 1 13 0 -0.12901460 -0.00005848 0.00157958
210 1 1 13 1 -0.00000020 0.00000008 0.00000011
211 1 1 13 2 -0.10547517 -0.00011277 0.00357068
212 1 1 13 3 -0.00000000 -0.00000000 0.00000000
213 1 1 13 4 0.02365565 -0.00005653 0.00178709
214 1 1 13 5 0.00000007 -0.00000004 0.00000011
215 1 1 13 6 -0.00025288 -0.00001543 0.00017464
216 1 1 13 7 0.00000001 -0.00000000 0.00000002
217 1 1 13 8 -0.00009777 -0.00000362 0.00003135
218 1 1 13 9 0.00000002 0.00000000 0.00000001
219 1 1 13 10 0.01703232 -0.00000350 0.00019424
220 1 1 13 11 0.00000003 -0.00000002 0.00000003
221 1 1 13 12 0.18959762 -0.00002050 0.00140750
222 1 1 13 13 -0.00000018 0.00000000 0.00000015
223 1 1 13 14 -0.35744470 -0.00002844 0.00196974
224 1 1 13 15 -0.00000004 0.00000004 0.00000005
225 1 1 14 0 0.00000017 -0.00000008 0.00000012
226 1 1 14 1 0.47456889 0.00018418 0.00636238
227 1 1 14 2 0.00000000 -0.00000000 0.00000000
228 1 1 14 3 -0.10547517 -0.00011277 0.00357068
229 1 1 14 4 -0.00000016 0.00000007 0.00000012
230 1 1 14 5 -0.00462508 0.00001342 0.00038716
231 1 1 14 6 -0.00000002 -0.00000000 0.00000002
232 1 1 14 7 0.00240540 0.00000440 0.00005408
233 1 1 14 8 -0.00000000 -0.00000001 0.00000001
234 1 1 14 9 -0.00104170 0.00000180 0.00005238
235 1 1 14 10 -0.00000002 -0.00000001 0.00000002
236 1 1 14 11 -0.03173787 0.00001163 0.00035381
237 1 1 14 12 -0.00000000 0.00000003 0.00000004
238 1 1 14 13 -0.35744470 0.00002844 0.00196974
239 1 1 14 14 0.00000025 0.00000000 0.00000024
240 1 1 14 15 0.77837323 0.00001398 0.00268781
241 1 1 15 0 -2.84138391 0.00008481 0.00555867
242 1 1 15 1 -0.00000000 -0.00000000 0.00000000
243 1 1 15 2 0.47456889 0.00018418 0.00636238
244 1 1 15 3 0.00000020 -0.00000008 0.00000011
245 1 1 15 4 0.02763784 0.00002201 0.00082928
246 1 1 15 5 0.00000003 0.00000000 0.00000002
247 1 1 15 6 -0.00093957 -0.00000521 0.00013475
248 1 1 15 7 0.00000000 0.00000001 0.00000001
249 1 1 15 8 -0.00346928 -0.00000071 0.00003275
250 1 1 15 9 0.00000000 0.00000001 0.00000001
251 1 1 15 10 0.00407577 -0.00000192 0.00013034
252 1 1 15 11 0.00000002 0.00000001 0.00000002
253 1 1 15 12 0.06052196 -0.00002825 0.00068780
254 1 1 15 13 -0.00000004 -0.00000004 0.00000005
255 1 1 15 14 0.77837323 -0.00001398 0.00268781
256 1 1 15 15 -0.00000038 0.00000000 0.00000053
