INDEX ORBITAL_ID_2 ORBITAL_ID_1 TAU K_2 K_1 MEAN_R MEAN_I STD
313 1 1 1 3 8 0.00045636 0.00011905 0.00007542
314 1 1 1 3 9 0.00304733 -0.00258301 0.00007255
315 1 1 1 3 10 0.00663161 -0.00415672 0.00006967
316 1 1 1 3 11 0.01084706 -0.00434191 0.00006465
317 1 1 1 3 12 0.01568806 -0.00306073 0.00005498
318 1 1 1 3 13 0.01989611 0.00000000 0.00003125
319 1 1 1 3 14 0.01647334 0.00336539 0.00007686
320 1 1 1 3 15 0.01284341 0.00617280 0.00022677
321 1 1 1 4 0 0.10169377 0.11981304 0.00087800
322 1 1 1 4 1 0.00836176 0.00818314 0.00023850
323 1 1 1 4 2 0.00645471 0.01142387 0.00010621
324 1 1 1 4 3 0.00457574 0.01512239 0.00010440
325 1 1 1 4 4 0.00184682 0.01980150 0.00001678
326 1 1 1 4 5 -0.00175222 0.01413175 0.00012411
327 1 1 1 4 6 -0.00283649 0.00863931 0.00009461
328 1 1 1 4 7 -0.00202615 0.00393793 0.00008098
329 1 1 1 4 8 0.00038075 0.00014668 0.00007179
330 1 1 1 4 9 0.00408838 -0.00240382 0.00006521
331 1 1 1 4 10 0.00877254 -0.00343204 0.00005897
332 1 1 1 4 11 0.01429405 -0.00273497 0.00005191
333 1 1 1 4 12 0.02006422 -0.00000000 0.00003598
334 1 1 1 4 13 0.01568806 0.00306073 0.00005498
335 1 1 1 4 14 0.01227594 0.00508815 0.00009708
336 1 1 1 4 15 0.00945836 0.00694501 0.00024067
337 1 1 1 5 0 0.05675379 0.10587744 0.00086483
338 1 1 1 5 1 0.00499862 0.00743573 0.00024346
339 1 1 1 5 2 0.00308499 0.00945807 0.00010956
340 1 1 1 5 3 0.00099193 0.01143263 0.00009099
341 1 1 1 5 4 -0.00178527 0.01422417 0.00012398
342 1 1 1 5 5 -0.00601814 0.01804246 0.00001395
343 1 1 1 5 6 -0.00594504 0.01014016 0.00013799
344 1 1 1 5 7 -0.00361938 0.00425570 0.00010017
345 1 1 1 5 8 0.00032949 0.00015596 0.00008218
346 1 1 1 5 9 0.00557926 -0.00208041 0.00006962
347 1 1 1 5 10 0.01191669 -0.00224226 0.00005975
348 1 1 1 5 11 0.01919039 -0.00000000 0.00004506
349 1 1 1 5 12 0.01429405 0.00273497 0.00005191
350 1 1 1 5 13 0.01084706 0.00434191 0.00006465
351 1 1 1 5 14 0.00848665 0.00554118 0.00010484
352 1 1 1 5 15 0.00624223 0.00654266 0.00024467
353 1 1 1 6 0 0.02073371 0.07873271 0.00085062
354 1 1 1 6 1 0.00240921 0.00555792 0.00024340
355 1 1 1 6 2 0.00087289 0.00661078 0.00010999
356 1 1 1 6 3 -0.00076062 0.00757447 0.00008369
357 1 1 1 6 4 -0.00289308 0.00872244 0.00009449
358 1 1 1 6 5 -0.00601674 0.01023632 0.00013785
359 1 1 1 6 6 -0.01105724 0.01234708 0.00001018
360 1 1 1 6 7 -0.00600164 0.00452041 0.00014622
361 1 1 1 6 8 0.00030097 0.00015166 0.00010366
362 1 1 1 6 9 0.00782466 -0.00141275 0.00008205
363 1 1 1 6 10 0.01675410 -0.00000000 0.00006294
364 1 1 1 6 11 0.01191669 0.00224226 0.00005975
365 1 1 1 6 12 0.00877254 0.00343204 0.00005897
366 1 1 1 6 13 0.00663161 0.00415672 0.00006967
367 1 1 1 6 14 0.00502046 0.00468200 0.00010749
368 1 1 1 6 15 0.00351591 0.00507261 0.00024412
369 1 1 1 7 0 -0.00246957 0.04207256 0.00083972
370 1 1 1 7 1 0.00086228 0.00293640 0.00024220
371 1 1 1 7 2 -0.00001209 0.00333634 0.00010939
372 1 1 1 7 3 -0.00093013 0.00365919 0.00007872
373 1 1 1 7 4 -0.00209204 0.00399150 0.00008085
374 1 1 1 7 5 -0.00370263 0.00432456 0.00010006
375 1 1 1 7 6 -0.00611521 0.00459430 0.00014613
376 1 1 1 7 7 -0.01032443 0.00481248 0.00000564
377 1 1 1 7 8 0.00030117 0.00012066 0.00014997
378 1 1 1 7 9 0.01161152 -0.00000000 0.00010177
379 1 1 1 7 10 0.00782466 0.00141275 0.00008205
380 1 1 1 7 11 0.00557926 0.00208041 0.00006962
381 1 1 1 7 12 0.00408838 0.00240382 0.00006521
382 1 1 1 7 13 0.00304733 0.00258301 0.00007255
383 1 1 1 7 14 0.00227823 0.00271304 0.00010840
384 1 1 1 7 15 0.00161392 0.00277634 0.00024266
385 1 1 1 8 0 -0.01052473 0.00044323 0.00083621
386 1 1 1 8 1 0.00050498 -0.00000242 0.00024172
387 1 1 1 8 2 0.00044857 0.00008044 0.00010870
388 1 1 1 8 3 0.00038131 0.00014430 0.00007528
389 1 1 1 8 4 0.00031251 0.00017916 0.00007169
390 1 1 1 8 5 0.00024848 0.00019498 0.00008209
391 1 1 1 8 6 0.00019701 0.00019005 0.00010358
392 1 1 1 8 7 0.00015816 0.00014721 0.00014991
393 1 1 1 8 8 0.00000000 0.00000000 0.00000000
394 1 1 1 8 9 0.00030117 -0.00012066 0.00014997
395 1 1 1 8 10 0.00030097 -0.00015166 0.00010366
396 1 1 1 8 11 0.00032949 -0.00015596 0.00008218
397 1 1 1 8 12 0.00038075 -0.00014668 0.00007179
398 1 1 1 8 13 0.00045636 -0.00011905 0.00007542
399 1 1 1 8 14 0.00056757 -0.00007431 0.00010892
400 1 1 1 8 15 0.00078308 -0.00000956 0.00024197
401 1 1 1 9 0 -0.00264453 -0.04119608 0.00083971
402 1 1 1 9 1 0.00134155 -0.00284421 0.00024245
403 1 1 1 9 2 0.00215883 -0.00272827 0.00010820
404 1 1 1 9 3 0.00297055 -0.00257575 0.00007243
405 1 1 1 9 4 0.00402042 -0.00238930 0.00006513
406 1 1 1 9 5 0.00550585 -0.00206321 0.00006957
407 1 1 1 9 6 0.00773561 -0.00140105 0.00008200
408 1 1 1 9 7 0.01150077 0.00000000 0.00010163
409 1 1 1 9 8 0.00015816 -0.00014721 0.00014991
410 1 1 1 9 9 -0.01032443 -0.00481248 0.00000564
411 1 1 1 9 10 -0.00600164 -0.00452041 0.00014622
412 1 1 1 9 11 -0.00361938 -0.00425570 0.00010017
413 1 1 1 9 12 -0.00202615 -0.00393793 0.00008098
414 1 1 1 9 13 -0.00086028 -0.00361665 0.00007889
415 1 1 1 9 14 0.00010391 -0.00330580 0.00010964
416 1 1 1 9 15 0.00113962 -0.00289647 0.00024251
417 1 1 1 10 0 0.02038448 -0.07789385 0.00085063
418 1 1 1 10 1 0.00325724 -0.00519513 0.00024396
419 1 1 1 10 2 0.00490353 -0.00472055 0.00010731
420 1 1 1 10 3 0.00655736 -0.00416579 0.00006957
421 1 1 1 10 4 0.00870708 -0.00343075 0.00005890
422 1 1 1 10 5 0.01185330 -0.00224230 0.00005975
423 1 1 1 10 6 0.01667938 0.00000000 0.00006286
424 1 1 1 10 7 0.00773561 0.00140105 0.00008200
425 1 1 1 10 8 0.00019701 -0.00019005 0.00010358
426 1 1 1 10 9 -0.00611521 -0.00459430 0.00014613
427 1 1 1 10 10 -0.01105724 -0.01234708 0.00001018
428 1 1 1 10 11 -0.00594504 -0.01014016 0.00013799
429 1 1 1 10 12 -0.00283649 -0.00863931 0.00009461
430 1 1 1 10 13 -0.00069983 -0.00751537 0.00008388
431 1 1 1 10 14 0.00098159 -0.00655621 0.00011028
432 1 1 1 10 15 0.00267919 -0.00546442 0.00024377
433 1 1 1 11 0 0.05623699 -0.10510993 0.00086486
434 1 1 1 11 1 0.00600734 -0.00671986 0.00024458
435 1 1 1 11 2 0.00837974 -0.00560225 0.00010470
436 1 1 1 11 3 0.01077607 -0.00436449 0.00006457
437 1 1 1 11 4 0.01423866 -0.00274655 0.00005191
438 1 1 1 11 5 0.01914013 -0.00000000 0.00004509
439 1 1 1 11 6 0.01185330 0.00224230 0.00005975
440 1 1 1 11 7 0.00550585 0.00206321 0.00006957
441 1 1 1 11 8 0.00024848 -0.00019498 0.00008209
442 1 1 1 11 9 -0.00370263 -0.00432456 0.00010006
443 1 1 1 11 10 -0.00601674 -0.01023632 0.00013785
444 1 1 1 11 11 -0.00601814 -0.01804246 0.00001395
